"","LATITUDE","LONGITUDE","UNITID","INSTNM","STABBR","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","FIRST_GEN","MARRIED","CITY","ZIP","CONTROL","PCTFLOAN","HIGHDEG","PREDDEG","ICLEVEL","DEBT_MDN","MN_EARN_WNE_P10","GENDER_DIV","RACE_DIV","MARITAL_STATUS_DIV","FIRST_GEN_DIV","DIV_SCORE"
"5206",32.619148,-117.093014,434140,"Pima Medical Institute-Chula Vista","CA",0.2431,0.7569,0.2653,0.061,0.5161,0.1077,0.0044,0.0022,0.0266,0.5067976493,0.2110944313,"Chula Vista","91910",3,0.659,2,1,2,8445,29800,0.899926101995437,0.944661041058817,0.975642860436077,0.99992117102164,0.955037793627993
"5211",34.408326,-118.462007,434317,"Charter College-Canyon Country","CA",0.2015,0.7985,0.1864,0.2298,0.4925,0.0085,0.0028,0.0508,0.0207,0.5561850803,0.1443020904,"Canyon Country","91351",3,0.5072,2,1,1,9500,27900,0.838931124043433,0.470486341853761,0.999741456054026,0.996392249099058,0.82638779276257
"5252",33.779113,-117.897468,436438,"Argosy University-Orange County","CA",0.4459,0.5541,0.2613,0.1306,0.4685,0.0856,0.009,0.0225,0,0.5099347495,0.1975711015,"Orange","92868",3,0.652,4,3,1,10000,41300,0.990400278289392,0.913329812158186,0.985307305289883,0.999979756421547,0.972254288039752
"5271",37.809422,-121.294377,437219,"ITT Technical Institute-Lathrop","CA",0.7516,0.2484,0.3376,0.0807,0.3567,0.1189,0.017,0,0.0573,0.4972857507,0.2337406569,"Lathrop","95330",3,0.7927,3,2,1,13566,42800,0.477954990766899,0.937919206671916,0.954017663877175,0.999509074179081,0.842350233873768
"5279",33.977562,-118.225098,437662,"ICDC College","CA",0.2184,0.7816,0.19,0.513,0.1679,0.0036,0.0089,0.0021,0.0438,0.5910430171,0.2078134588,"Huntington Park","90255",3,0.5358,2,1,2,8401.5,24100,0.86545264344779,-1.21059155006091,0.978210834574086,0.988178871006351,0.405312699741829
"5282",33.528952,-117.163739,437750,"Professional Golfers Career College","CA",0.9113,0.0887,0.746,0.0242,0.0484,0.0847,0.0161,0,0,0.3630136986,0.1910828025,"Temecula","92591",3,0.6038,2,2,2,12000,41700,-0.09997258517441,-0.205633165382027,0.989081666851754,0.956069546245949,0.409886365635316
"5285",33.80945,-117.878214,437848,"Westwood College-Anaheim","CA",0.5374,0.4626,0.1514,0.0306,0.6207,0.034,0.0068,0.0051,0.0204,0.5966555184,0.1782082324,"Anaheim","92806",3,0.8044,3,3,1,23125,39000,0.918824164746623,0.725930630609918,0.994915084575273,0.986413796516755,0.906520919112142
"5287",34.180805,-118.309153,437884,"InterCoast Colleges-Burbank","CA",0.7708,0.2292,0.3542,0.0833,0.5208,0,0,0,0.0208,0.5297580118,0.238625363,"Burbank","91502",3,0.9462,1,1,3,9500,26100,0.419732906846572,0.819540014471516,0.948459873847114,0.999462998458603,0.796798948405951
"5288",37.24814,-121.776721,437936,"Carrington College-San Jose","CA",0.123,0.877,0.241,0.0186,0.4845,0.1839,0.0112,0.0298,0.0261,0.5172798216,0.1471196455,"San Jose","95138",3,0.6076,2,1,2,12117,31100,0.684481557654903,0.796162005839441,0.999922251967245,0.999966889446375,0.870133176226991
"5293",37.962649,-122.072153,438258,"Carrington College-Pleasant Hill","CA",0.1853,0.8147,0.3973,0.1202,0.2671,0.1202,0.0134,0.025,0.025,0.5172798216,0.1471196455,"Pleasant Hill","94523",3,0.6401,2,1,2,12117,31100,0.811270002336174,0.856286766054328,0.999922251967245,0.999966889446375,0.91686147745103
"5299",34.082782,-117.576366,438504,"Universal Technical Institute of California Inc","CA",0.9746,0.0254,0.2274,0.0334,0.5751,0.037,0.008,0.0089,0.0749,0.532370855,0.1262872121,"Rancho Cucamonga","91730-0000",3,0.6714,1,1,2,14243,45700,-0.387962998055106,0.795281575032098,0.99609251302154,0.999280648370341,0.600672934592218
"5322",34.06231,-118.306221,439367,"CBD College","CA",0.3285,0.6715,0.2749,0.1825,0.4234,0.1022,0,0.017,0,0.5234899329,0.1518324607,"Los Angeles","90010",2,0.9849,1,1,2,9500,22700,0.979872507309661,0.85875375413861,0.999988917254232,0.999791969137851,0.959601786960088
"5346",38.623627,-121.262813,439826,"Bryan College-Gold River","CA",0.6471,0.3529,0.3647,0.1176,0.1647,0.0471,0,0.0471,0.1412,0.4915254237,0.1780821918,"Gold River","95670-4443",3,0.4474,2,2,2,18000,41600,0.740886313056027,0.346872885896219,0.994961308292716,0.999088077127812,0.770452146093194
"5349",33.87475,-118.100169,439871,"PCI College","CA",0.1489,0.8511,0.2021,0.117,0.5851,0.0426,0.0106,0,0,0.5802469136,0.137254902,"Cerritos","90703",3,0.6345,1,1,2,12000,43600,0.741126343153789,0.803434770215316,0.998827461333043,0.991228922106127,0.883654374202069
"5351",33.931919,-118.201182,439905,"American Career College-Lynwood","CA",0.0743,0.9257,0.0099,0.2079,0.7079,0.0099,0,0.0347,0.0198,0.6291666667,0.1611111111,"Lynwood","90262",3,0.956,0,0,3,9500,49400,0.562808015036101,0.192399259529994,0.999257798357671,0.973774045120766,0.682059779511133
"5370",34.040523,-117.576774,440299,"Everest College-Ontario Metro","CA",0.4,0.6,0.1486,0.0931,0.6139,0.05,0,0.0139,0.0653,0.5629791895,0.216730038,"Ontario","91761",3,0.8181,3,2,1,13283,27600,0.999982326921227,0.76723303436222,0.970898146213534,0.995162951247368,0.933319114686087
"5380",34.088023,-117.651888,440484,"Westwood College-Inland Empire","CA",0.5181,0.4819,0.0857,0.0531,0.6292,0.0145,0.0012,0.0036,0.0133,0.5966555184,0.1782082324,"Upland","91786-7148",3,0.764,3,3,1,23125,39000,0.939737797863606,0.622385809842245,0.994915084575273,0.986413796516755,0.885863122199469
"5390",37.78881,-122.421571,440819,"Miami Ad School-San Francisco","CA",0.4891,0.5109,0.3696,0.0109,0.0326,0.1196,0,0,0,0.2034883721,0.097826087,"San Francisco","94109",3,0.2519,1,1,2,16333,81700,0.965316051123772,0.506928028853294,0.981540948622645,0.813127344037774,0.816728093159371
"5403",33.849876,-117.975644,441052,"American Career College-Anaheim","CA",0.2735,0.7265,0.1406,0.053,0.5117,0.1788,0.0028,0.0283,0.0806,0.5788822948,0.1301510989,"Anaheim","92801-0000",3,0.6324,2,1,2,9500,32900,0.935363530479334,0.726291295189605,0.997238358993415,0.991582107619497,0.912618823070463
"5412",34.063166,-118.376161,441229,"West Coast Ultrasound Institute","CA",0.2649,0.7351,0.4745,0.0786,0.3392,0.1077,0,0,0,0.5018939394,0.2285938727,"Beverly Hills","90211",3,0.3367,2,1,2,16500,56000,0.926120990587757,0.798029653907852,0.959530681877884,0.999752756584251,0.920858520739436
"5457",33.697014,-117.916303,441973,"Argosy University-The Art Institute of California-Orange County","CA",0.5321,0.4679,0.1651,0.0247,0.3959,0.0805,0.0042,0.0092,0.0289,0.5099347495,0.1975711015,"Santa Ana","92704",3,0.8075,3,3,1,10000,41300,0.924876989913767,0.899836051605553,0.985307305289883,0.999979756421547,0.952500025807688
"5465",34.002705,-118.087264,442204,"David's Academy of Beauty","CA",0.1667,0.8333,0,0.0111,0.5111,0.4556,0,0,0,0.7888198758,0.575,"Pico Rivera","90660",3,0.0479,1,1,3,1717.5,17200,0.776809256952957,-0.724348956238579,-0.196789353433529,0.851917734422442,0.176897170425823
"5469",33.692989,-117.92491,442240,"Paul Mitchell the School-Costa Mesa","CA",0.1217,0.8783,0.5399,0.0456,0.2624,0.0532,0,0.0304,0.0456,0.435723115,0.1411140584,"Costa Mesa","92626",3,0.4381,1,1,3,9833,24700,0.681490794113336,0.610636504713153,0.99940970600575,0.988315226675815,0.819963057877014
"5486",33.780623,-116.350166,442657,"Milan Institute-Palm Desert","CA",0.2009,0.7991,0.0855,0.0256,0.8504,0.0043,0.0085,0.0043,0.0043,0.6828752643,0.1469387755,"Palm Desert","92211",3,0.5968,1,1,3,9235,22800,0.837945705725411,0.183368925492791,0.999913813856595,0.943869094847798,0.741274384980649
"5497",33.993598,-117.344752,442888,"InterCoast Colleges-Riverside","CA",0.6701,0.3299,0.2732,0.1753,0.433,0.0103,0,0.0052,0,0.5297580118,0.238625363,"Riverside","92507",3,0.7707,1,1,3,9500,26100,0.690840230228753,0.795612604376939,0.948459873847114,0.999462998458603,0.858593926727852
"5499",34.683997,-118.134325,442930,"University of Antelope Valley","CA",0.3798,0.6202,0.2842,0.1886,0.4794,0.0199,0.004,0.008,0.0013,0.546875,0.1542497377,"Lancaster","93534",3,0.5263,4,1,1,8613,27800,0.99862619328626,0.781669590586639,0.999908620977787,0.997784602438055,0.944497251822186
"5536",34.068841,-117.938663,443571,"InterCoast Colleges-West Covina","CA",0.7099,0.2901,0.0763,0.0687,0.7405,0.0305,0.0076,0,0.0076,0.5297580118,0.238625363,"West Covina","91790",3,0.8538,1,1,3,9500,26100,0.593806343930937,0.473786501793251,0.948459873847114,0.999462998458603,0.753878929507476
"5646",33.9145,-117.485881,445364,"North-West College-Riverside","CA",0.129,0.871,0.0905,0.0724,0.5045,0.0271,0,0.0136,0,0.5852918878,0.1893258427,"Riverside","92503",3,0.94,1,1,3,8698,23200,0.698102265026692,0.744847131312557,0.990007492012495,0.989860186624513,0.855704268744064
"5744",35.337339,-119.03794,447102,"Brightwood College-Bakersfield","CA",0.2326,0.7674,0.1008,0.0465,0.7313,0,0.0026,0.0052,0,0.6404833837,0.169198895,"Bakersfield","93304",3,0.62,2,1,2,9334,28400,0.885893720862728,0.446894908774095,0.997687505415541,0.968407768519854,0.824720975893055
"5745",36.807193,-119.708287,447120,"Brightwood College-Fresno","CA",0.1477,0.8523,0.2424,0.0189,0.6591,0.0417,0.0076,0,0,0.6077694236,0.175470009,"Clovis","93612",3,0.5822,2,1,2,8801,22000,0.738625588619516,0.68790097258975,0.995871778036451,0.982556328202117,0.851238666861959
"5756",33.927857,-118.373038,447272,"Argosy University-Los Angeles","CA",0.3838,0.6162,0.0707,0.4175,0.431,0.0303,0.0034,0.0067,0,0.5099347495,0.1975711015,"Los Angeles","90045",3,0.7492,4,3,1,10000,41300,0.999165203092595,-0.409958921745662,0.985307305289883,0.999979756421547,0.643623335764591
"5777",33.821901,-116.519222,447634,"Brightwood College-Palm Springs","CA",0.2322,0.7678,0.1478,0.0475,0.781,0.0079,0,0.0132,0,0.5644937587,0.2474934037,"Palm Springs","92262-7011",3,0.59,2,1,2,8630,32100,0.885340955773743,0.422284833464494,0.937559723691536,0.99486438859393,0.810012475380926
"5828",38.64575,-121.529503,448433,"Universal Technical Institute of Northern California Inc","CA",0.9618,0.0382,0.3392,0.0333,0.3952,0.0493,0.01,0.0188,0.1081,0.5212620027,0.1720139157,"Sacramento","95834",3,0.6739,1,1,2,15188,37000,-0.327029963167645,0.772280748736797,0.996937076075271,0.999872012355235,0.610514968499915
"5830",36.836556,-119.701347,448451,"ITT Technical Institute-Clovis","CA",0.7418,0.2582,0.2835,0.0684,0.4557,0.0481,0.0304,0,0.0278,0.4972857507,0.2337406569,"Clovis","93612",3,0.795,3,2,1,13566,42800,0.506486291385758,0.856978070808552,0.954017663877175,0.999509074179081,0.829247775062642
"5838",34.07184,-117.270681,448576,"Argosy University-The Art Institute of California-Inland Empire","CA",0.5684,0.4316,0.1864,0.1287,0.5167,0.0334,0.0076,0.0238,0,0.5099347495,0.1975711015,"San Bernardino","92408-2800",3,0.8617,3,2,1,10000,41300,0.878723962012306,0.818557229359933,0.985307305289883,0.999979756421547,0.920642063270917
"5859",36.808536,-119.724891,448895,"Milan Institute-Clovis","CA",0.1083,0.8917,0.2621,0.0769,0.5556,0.0456,0.0171,0.0256,0,0.5726681128,0.1839879154,"Clovis","93612",3,0.6291,1,1,3,8971,17700,0.649840749631417,0.82510002535146,0.992568725251292,0.993098661941721,0.865152040543973
"5926",32.719045,-117.16078,449968,"Paul Mitchell the School-San Diego","CA",0.1115,0.8885,0.4496,0.0791,0.3669,0.0755,0.0072,0.0108,0.0036,0.435723115,0.1411140584,"San Diego","92101",3,0.5584,1,1,3,9833,24700,0.657535205190586,0.855303828665632,0.99940970600575,0.988315226675815,0.875140991634446
"5937",38.62211,-121.519083,450094,"Argosy University-The Art Institute of California-Sacramento","CA",0.565,0.435,0.2125,0.0373,0.2598,0.0302,0.002,0.007,0.0161,0.5099347495,0.1975711015,"Sacramento","95833",3,0.8363,3,3,1,10000,41300,0.883513727210329,0.842047233346197,0.985307305289883,0.999979756421547,0.927712005566989
"5959",38.655362,-121.520835,450447,"International Academy of Design and Technology-Sacramento","CA",0.3667,0.6333,0.1833,0.1,0.0333,0.0833,0,0.05,0.0167,0.4570059205,0.2078068592,"Sacramento","95834",3,0.8705,3,3,1,14750,30800,0.995925941618039,0.44448164988352,0.978215855869643,0.993855622672592,0.853119767510948
"5963",34.06641,-117.578381,450526,"Argosy University-Inland Empire","CA",0.2779,0.7221,0.1362,0.3433,0.4169,0.0218,0.0027,0.0109,0.0054,0.5099347495,0.1975711015,"Ontario","91761",3,0.7597,4,3,1,10000,41300,0.939853524940045,0.141926403201334,0.985307305289883,0.999979756421547,0.766766747463202
"5965",32.775512,-117.158047,450544,"Argosy University-San Diego","CA",0.4573,0.5427,0.3034,0.3205,0.2479,0.0641,0,0.0256,0,0.5099347495,0.1975711015,"San Diego","92108",3,0.4556,4,3,1,10000,41300,0.985293950409171,0.283980821836932,0.985307305289883,0.999979756421547,0.813640458489383
"5975",33.833177,-118.259112,450669,"InterCoast Colleges-Carson","CA",0.6,0.4,0.12,0.296,0.472,0.032,0.032,0.008,0,0.5297580118,0.238625363,"Carson","90745",3,0.7063,1,1,3,9500,26100,0.829590991243385,0.251343053470972,0.948459873847114,0.999462998458603,0.757214229255019
"5977",37.998992,-121.323199,450696,"Carrington College-Stockton","CA",0.1129,0.8871,0.2896,0.0747,0.4627,0.0838,0.0091,0.0273,0.0328,0.5172798216,0.1471196455,"Stockton","95207",3,0.6711,2,1,2,12117,31100,0.660874649604334,0.950037719301626,0.999922251967245,0.999966889446375,0.902700377579895
"5978",38.679983,-121.29421,450702,"Carrington College-Citrus Heights","CA",0.1644,0.8356,0.6132,0.0696,0.147,0.0368,0.0271,0.0271,0.0464,0.5172798216,0.1471196455,"Citrus Heights","95621",3,0.6232,2,1,2,12117,31100,0.772347342781995,0.292185762284182,0.999922251967245,0.999966889446375,0.766105561619949
"6060",37.37317,-121.99938,451848,"Argosy University-The Art Institute of California-Silicon Valley","CA",0.5344,0.4656,0.2225,0.0436,0.3945,0.1743,0.0092,0.0229,0,0.5099347495,0.1975711015,"Sunnyvale","94086",3,0.8684,3,3,1,10000,41300,0.922279092085497,0.850158217047293,0.985307305289883,0.999979756421547,0.939431092711055
"6077",38.655362,-121.521168,452036,"Le Cordon Bleu College of Culinary Arts-Sacramento","CA",0.5314,0.4686,0.3428,0.1195,0.0346,0.0629,0.0126,0.0283,0.0063,0.4386288242,0.1874247894,"Sacramento","95834",3,0.8507,1,1,2,10892,35300,0.925658889287571,0.564384029472601,0.990963052872291,0.989175707177044,0.867545419702377
"6127",38.248448,-122.0455,454546,"Milan Institute of Cosmetology-Fairfield","CA",0,1,0.2289,0.4217,0.2651,0,0,0.0241,0.012,0.5827374872,0.2455308282,"Fairfield","94533",3,0.6257,1,1,3,8500,21900,0.33902984094406,-0.392816261194771,0.940062048320412,0.990565610307707,0.469210309594352
"6129",36.301861,-119.309922,454573,"Milan Institute of Cosmetology-Visalia","CA",0.0498,0.9502,0.2537,0.0299,0.6716,0.01,0.0149,0,0.005,0.5827374872,0.2455308282,"Visalia","93277",3,0.5795,1,1,3,8500,21900,0.494111013258545,0.640905604211956,0.940062048320412,0.990565610307707,0.766411069024655
"6269",37.975746,-122.054354,456427,"ITT Technical Institute-Concord","CA",0.7897,0.2103,0.3004,0.1717,0.2403,0.1674,0.0043,0.0086,0.0472,0.4972857507,0.2337406569,"Concord","94520",3,0.7636,3,2,1,13566,42800,0.359414961864817,0.812785402169588,0.954017663877175,0.999509074179081,0.781431775522665
"6307",35.385513,-119.023088,457077,"Milan Institute-Bakersfield","CA",0.0461,0.9539,0.3862,0.0893,0.4496,0.0144,0.0144,0.0202,0,0.5726681128,0.1839879154,"Bakersfield","93301",3,0.6819,1,1,3,8971,17700,0.483300859650855,0.821420144734916,0.992568725251292,0.993098661941721,0.822597097894696
"6315",38.41772,-121.391081,457208,"InterCoast Colleges-Elk Grove","CA",0.6625,0.3375,0.2125,0.3125,0.175,0.1,0.025,0.0125,0.025,0.5297580118,0.238625363,"Elk Grove","95624",3,0.9213,1,1,3,9500,26100,0.707865709573259,0.263604544454033,0.948459873847114,0.999462998458603,0.729848281583252
"6398",32.63089,-117.086351,458186,"Brightwood College-Chula Vista","CA",0.1756,0.8244,0.0394,0.1147,0.7563,0.0466,0,0.0179,0,0.487704918,0.2664092664,"Chula Vista","91910",3,0.5822,2,1,2,9476.5,39000,0.793658870829887,0.389606038568312,0.910818171959791,0.998737522958609,0.77320515107915
"6399",38.72347,-121.293181,458195,"InterCoast Colleges-Roseville","CA",0.8438,0.1563,0.4688,0.0625,0.25,0.1563,0.0313,0,0,0.5297580118,0.238625363,"Roseville","92678",3,1,1,1,3,9500,26100,0.17042295892352,0.627450840168734,0.948459873847114,0.999462998458603,0.686449167849493
"6512",33.819,-117.50849,459639,"ITT Technical Institute-Corona","CA",0.8184,0.1816,0.3274,0.0852,0.4305,0.0561,0.0112,0.0022,0.0538,0.4972857507,0.2337406569,"Corona","92883",3,0.7871,3,2,1,13566,42800,0.262119001939643,0.952007485667349,0.954017663877175,0.999509074179081,0.791913306415812
"6517",34.10264,-117.818831,459684,"ITT Technical Institute-West Covina","CA",0.5,0.5,0,0,1,0,0,0,0,0.4972857507,0.2337406569,"San Dimas","91773",3,0.8514,3,2,1,13566,42800,0.956525623971175,-0.43023531969274,0.954017663877175,0.999509074179081,0.619954260583673
"6518",33.98189,-118.395671,459693,"ITT Technical Institute-Culver City","CA",0.7949,0.2051,0.0737,0.3109,0.4776,0.0481,0.0064,0,0.0353,0.4972857507,0.2337406569,"Culver City","90230",3,0.8339,3,2,1,13566,42800,0.342296475722696,0.269420112884621,0.954017663877175,0.999509074179081,0.641310831665893
"6528",37.71563,-121.090901,459930,"Heald College-Modesto","CA",0.1909,0.8091,0.165,0.0162,0.1855,0.0162,0.0065,0.0097,0.0194,0.5363278975,0.1818086665,"Salida","95367",3,0.7853,2,2,2,9500,39600,0.821079634063893,0.701806855788306,0.993505548291694,0.998953825289702,0.878836465858399
"6553",33.74753,-117.872831,460367,"Everest College-Santa Ana","CA",0.1441,0.8559,0.1171,0.018,0.6727,0.0571,0.009,0.006,0.015,0.5958062184,0.2448687351,"Santa Ana","92701",3,0.6072,1,1,3,9500,26500,0.731051200085371,0.626032520407782,0.940894687260904,0.986688776034956,0.821166795947253
"6560",33.710674,-116.289789,460516,"Milan Institute of Cosmetology-La Quinta","CA",0.0455,0.9545,0.1818,0.0341,0.7216,0.017,0.0114,0.017,0,0.5827374872,0.2455308282,"La Quinta","92253",3,0.7108,1,1,3,8500,21900,0.481537093115586,0.554483098700628,0.940062048320412,0.990565610307707,0.741661962611083
"6713",37.80414,-122.273311,467058,"ITT Technical Institute-Oakland","CA",0.7529,0.2471,0.1412,0.3647,0.2765,0.1235,0.0059,0,0.0294,0.4972857507,0.2337406569,"Oakland","94612",3,0.787,2,2,1,13566,42800,0.474109997072757,0.0585896898374908,0.954017663877175,0.999509074179081,0.621556606241626
"6717",34.06302,-117.803681,467368,"Carrington College-Pomona","CA",0.1203,0.8797,0.238,0.0374,0.6471,0.0428,0.0027,0.0107,0.0053,0.5172798216,0.1471196455,"Pomona","91768-2642",3,0.6082,2,1,2,12117,31100,0.678254194509074,0.746436786169132,0.999922251967245,0.999966889446375,0.856145030522957
"6752",36.412383,-121.316418,468769,"CET-Soledad","CA",0.3191,0.6809,0,0.0106,0.9787,0.0106,0,0,0,0.6605664488,0.2064714946,"Soledad","93960-2996",2,0.2088,1,1,3,5278,24900,0.974054617533292,-0.32694991331078,0.979219962154627,0.957655706057756,0.645995093108724
"6788",34.11062,-117.827131,474863,"Azusa Pacific University College","CA",0.3204,0.6796,0.3204,0.1536,0.364,0.055,0.0038,0.0114,0.0246,0.3616438356,0.1867158672,"San Dimas","91773",2,0.7906,3,1,1,18500,53300,0.974903170440903,0.923665509423517,0.991307100462,0.955264276888671,0.961285014303773
"6803",37.29299,-121.961681,475097,"International Culinary Center-California","CA",0.4651,0.5349,0.4496,0,0.1008,0.2403,0.0078,0,0.1783,0.3937007874,0.1158129176,"Campbell","95008",3,0.1977,1,1,3,6333,45900,0.981175064384529,-0.18779868241689,0.991988714099454,0.972191826759915,0.689389230706752
"6810",34.17755,-118.465521,475282,"Marian Health Careers Center-Van Nuys Campus","CA",0.2222,0.7778,0.127,0.0476,0.3651,0.3492,0.0159,0.0476,0.0476,0.3185185185,0.2588235294,"Van Nuys","91411",3,0.6641,1,1,3,14770,52600,0.871087743314268,0.0908192828730391,0.922113131224727,0.926173869716578,0.702548506782153
"6969",33.93284,-117.298291,480204,"Platt College-Riverside","CA",0.1759,0.8241,0.2241,0.106,0.5952,0.0241,0.0024,0,0.0458,0.585504886,0.1525320317,"Riverside","92507",3,0.7275,2,2,1,18870.5,33500,0.794215315388284,0.818606296329722,0.999973661415551,0.989800216333271,0.900648872366707
